document_id,clean_text,sentiment
1065,"""Taare Zameen Par""Â— A hopeful drama, the most beautiful movie I have ever seen, is a MUST-see, everyone on this Planet MUST see this film, I mean everyone.......It's beyond language to describe this film....This film is going to change the world....& this film is going to change your life! We don't need Hollywood mindless flicks....we need a Film like this, so our life can be better, & our planet can be MORE beautiful...I can't think of any movie on this planet which can make a difference...It does NOT matter what kind of FILM you like, YOU MUST SEE this one....I alway saw it 10 times! & I want to see it MORE...but I am IN LA, today is the last day...I wish I could see more...I walked on the street the last few days just to encourage people to see this FILM...people are Unhappy, people are living in the dark, people are LOST, people are programmed, People are living inside the box, people are living in fear, so when can we have TRUE Freedom?? well, after this film.....you will be FREE, you will find YOUR purpose, You WILL NOT have fear.....ALmost Three hours long movie, but I thought it was too short...I was excited...deeply touched...tears coming out from my SOUL...I saw LIGHT, I SAW LOVE, I SAW HOPE, I saw myself......why do we have to live in the prison of Life? why do we have to do what other people told us to do? why can't we Be FREE? Well, follow your heart, You will Find the answer This MOvie is about LOVE, DREAM & HOPE. It's about being yourself. It's about being FREE, it's about living your life in the most valuable way. It's about the TRUTH that everyone MUST learn.It's spiritual. It's moving & touching. It's about this boy's journey from the dark to the SUN. I cried when I saw it. Not because of sadness, but being touched , & moved from the deepest of my heart. Anyone can relate. We all have a dream. We all have a way to see the world, and a way to live our life. And that is so special. Sometime we forget it because our heart is covered with dust, now you can truly find out WHO you are after you see the movie. You can truly understand what you are all about. It will enlighten your soul, and change your LIFE from inside & out.I watched it for 10 times, It enlightened my heart, & changed the way I see my life and the world. I feel happy, grateful & absolutely wonderful after I saw it. This is a fantastic movie, I must tell you. I recommend it to everyone, no matter you are a kid or a parent, or just an adult, it's for ALL AGES. You won't regret it. It's the MOST beautiful movie I have ever seen.Everyone....as long as YOU are a Human, you MUST SEE this film....it TELLS you who YOU ARE: Yes, you are LOVE, & you are SO LOVED....You are infinite, & You ARE THE ANGEL, and You have the FULL-potential, and yes, You ARE FREE! Take a deep breath...yes, heaven is On earth, welcome Home my friends.Niki Yan Los Angeles, CA 12/27/2007",POSITIVE
1066,"I'm not always a fan of the Bollywood style of filmmaking: overrun with musical montages and exaggerated dialogue and acting. But 'Like Stars on Earth' is a magical film about the magnificent abilities that children have, even when all the odds are against them. With a story as powerful as this one, it doesn't matter where or how the story is told.Luckily, most of the Bollywood clichÃ©s actually enhance the film experience. Being such an integral part of the story, the soundtrack and score complement the film wonderfully. Each song aligning nicely with the film's dramatic but hopeful tone. Admittedly, having a rap song play over Ishaan's family getting dressed and ready for the day is a bit jarring, but the songs that play after Aamir Khan appear are nothing short of enchanting.This film is about a dyslexic child who has basically given up on school as no one seems to think he's worth anything. His father beats him for goofing off and all of his teachers scold him for not being able to do the simplest of tasks. So, Ishaan finds his way to a boarding school where he meets Ram Shankar Nikumbh (Aamir Khan) who may change his life forever. Everybody had that teacher who changed the way you approached school and perhaps even life itself, which is why I thought this movie was so effective. There's nothing more gratifying than watching someone struggling to find their way, only to have one uniquely suited person put them back on track. It seems so simple but coming from a teaching background, I'll be the first person to say that it can be nearly impossible to connect with someone who doesn't want any help. However, when and if that connection is made, it's possibly the most fulfilling thing a person can do. Aamir Khan captures these emotions perfectly near the end of Like Stars on Earth. I don't think I'll ever get the image of Ishaan's father breaking down into tears out of my head. There's some really powerful stuff here.8.6/10",POSITIVE
1067,"Its a fine Friday morning in Kolkata...the winter vacation has just commenced...we have planned a day out...gonna watch Francis Lawrence's I Am Legend...but due to last minute change of plans under unavoidable circumstances we are reluctantly drawn into the first day first show of Taare Zameen Paar...we are a bunch of movie buffs who watch a Bollywood movie once in a blue moon...within the next 2.5 hrs our opinions had changed...After back to back hits(Rang De Basanti,Fanaa)Amir khan could well have gone for another Masala flick...but it needs guts to for debut directing such a script...and then pull it off even more brilliantly...with such maturity n sensitivity...the field is teeming with great actors making for great first time directors...(Kevin Costner,Mel Gibson,George Clooney n so many others)...but never before in Bollywood have i seen a better example of this.....the film is about a 8 year old dyslexic child Ishann who finds it difficult to read or write correctly or for that matter perform any such activities normal to children of his age...n inevitably has to bear the brunt of his parents,teachers n other people he interacts with...but his world is filled with magical creatures n thoughts that gives him company...his parents unable to realize his disorder...sends him to a boarding school where the child retreats into a self imposed exile and has to contend with the added trauma of separation from his family...in comes Amir khan the temporary art teacher who encourages them to extend their boundaries of thought and imaginations...n shows special interest in finding out the difficulty of Ishaan...with time patience and care he helps Ishaan find himself...but more than the script its the way minute emotions are captured...the way the audience is made to peer into a child's mind nd its own mechanisms...scenes are a film's USP...n though you may forget the film its the scenes that u keep embedded in your heart...n TZP is laden with powerful scenes that will give you moist eyes...there's this scene where Ishan's parents had taken him home from the boarding school...n then comes to leave him there all alone again for the 2nd time...the first time Ishaan had kept staring at his parent's car leaving...this time he turned back n walked away...while his mother kept staring back...this is Ishan's own kind of protest against his parent's unjust nd cruel decision...and to complement the film's excellent theme there's the superbly crafted n maturely executed visual effects n animation to go with it...that sketches a child's world of imagination...the camera work is brilliant...top notch performance by all the actors...Darsheel Safary steals the limelight...quite explains why Amir wanted to rush into directing this film as he was worried the child may grow up..reminds of Satyajit ray n his Apu...though emotional n dramatic everything seems utterly realistic...nd Amir's directing needs special mentioning here...the way he captures a child's world...a child's obsession of noticing minute things nd finding beauty in it...like the little fishes that inhabit the roadside pond...the water filled pothole being run over by vehicles...a mother bird feeding her children...nd with so many news of children succumbing to their parent's pressure these days...the film has come out at an apt time...it will change the whole way u look at the relationship between a parent and a child i bet...its one those films which entertains nd enlightens at the same time...stop reading it any further if you haven't yet seen it..just take your child n go watch it...but everything has its share of bad sides...though it matters little i would still like to talk about the little cons...the editing work cud have been sleeker...the film tends to drag a little in the middle...although as hard as he may have tried Amir khan is unable to break away from the shackles of orthodox Bollywood treatment...nd sum scenes are just too melodramatic...like Ishan sailing a boat he has himself designed...but probably it was to draw the traditional Bollywood audience into watching this unique movie...too many songs...though good music from Shankar Ehsan Loy on all the songs...but sum were unnecessary...that's all...it would be sacrilegious to speak ill of this film any further...u r quite adamant aren't you??i thought i told you to stop reading n go watch the movie...now go nd..enjoy the brilliant world of alphabet crabs...velvet octopuses...absurd arts...nd inverse letters...is any member of KoÐ¯n dyslexic??...a friend of mine joked...as far as I am Legend is concerned...never mind...i'm going to watch it tomorrow...",POSITIVE
1068,"Everyone knows Aamir Khan the actor - now they have seen Aamir Khan the director - a sensitive and artistic director with a fine eye for detail. A maker of true quality cinema; a director who extracts the best from every actor, every department, every person contributing to his movie.Ishaan Awasthi (Darsheel Safary), is a young boy of eight who admires and adores the simple things in life, such as Nature, colours, animals and toys. The 'real' world - as his parents tell him - which consists of grades, neatness, and homework, is just too tiring and boring for Ishaan to deal with and he spends his time daydreaming and having fun. Unlike his older brother Yohaan, who has earned an admirable reputation for his top marks and studious attitude, Ishaan cannot seem to focus, however hard he tries, and reading and writing are torture on his mind. Ishaan starts a reputation of his own, one of mischief and bad behaviour, and is ultimately packed off to boarding school, to be ""disciplined"". Torn away from his family, and isolated in a world of bright, prim-proper children, Ishaan is lost in a new world, of misery and and tears. His impressive talent for painting and drawing is barely recognized - he cannot fit in academically and this is causing him to succumb to stress and fear, not to mention killing his self esteem completely. One day a new art teacher joins his school, Ram Shankar Nikumbh (Aamir Khan), who encourages the children to think bright an bold; fill their minds with imagination; dance, sing, express themselves. As the other kids grow to love Nikumbh, Ishaan barely acknowledges his new teacher, and remains in his daze of homesickness and gloom. Nikumbh sees past Ishaan, and views the pain in his eyes, and using his kind, patient nature, he discovers that Ishaan suffers from Dyslexia - a learning disorder which is the cause of his low marks. Nikumbh holds out a helping hand to Ishaan, and becomes the one person to look past the grades and see the boy inside, resulting in a close and caring friendship, and exulting Ishaan into the clouds once more - but this time to find his foothold.Taare Zameen Par is Aamir Khan's directorial debut, as well as his debut as a producer. One very impressive thing about his direction is the pace of the movie, which progresses naturally until the very end. The cinematography and production design were superb, as was the music. The added animation, which surprised me, was better than anything I expected for a Bollywood movie; much crisper and sharper, transporting the viewer to the world of Ishaan's dreams. The A-Grade script by Amol Gupte also contributes greatly, and I did not find the ending to be ""cheesy"" or too dramatic in the slightest.The fine performance by Darsheel Safary stands out, and the little one is sure to be remembered for his fantastic portrayal of Ishaan Awasthi. Though I found he didn't speak much throughout the movie, he brought a life to his role and endeared himself to the audience. His performance brought a lump to my throat on more than one occasion, and reminded me of certain parts of my childhood. Whenever anyone says 'CHILD STAR', I will think of him. Aamir surprised me once more by letting the little one carry the movie forward, and only appearing just about halfway. Even then, Aamir did not steal the film, though he did give a powerful performance, and the spotlight was kept on Darsheel. The two actors playing Ishaan's parents, Tisca Chopra and Vipin Sharma, were adequate, though I was more impressed with Chopra than her male counterpart. The chemistry between the cast seemed good, though I thought Darsheel and Aamir's on screen connection could have seemed stronger.The soundtrack amazed me. My favourite song, had to be 'Maa'. The amount tears I shed during that one song is hard to explain. The beautiful lyrics added to the charm of the song, and even hearing it now makes me want to cry my heart out. 'Bum Bum Bole' is a lighthearted and catchy track picturised on Aamir, and 'Jame Raho' is an addictive number which was used and picturised very well. 'Kholo Kholo' is a soulful song with again, gorgeous lyrics, leaving 'Bheja Kum', an interesting track, used to show Ishaan's trouble at Boarding School. The title track was also lovely.I really regret not having seen this when it released. After viewing it, I strongly believe this is the best movie that came out in 2007, every film seems weak before Taare Zameen Par, it overshadows almost every movie by far.A great and inspiring experience.",POSITIVE
1069,"I watched this movie because of its IMDb rating and I find it hard to believe that so many people liked it. Not only liked it, they adored it! To me, it seems like a fabrication. I felt like the movie didn't have heart.Don't get me wrong, it has a very important message and it is not boring or anything, but it is just so phony. All the characters are one dimensional and all the messages are very idyllic, it's almost like a children's cartoon, only it is supposed to be a grown-up movie.If this is where our standards are for ""great"" movies now, I think we're in a cinematographic crisis.If you choose not to watch this movie, I don't think you'll really miss on anything.",NEGATIVE
1070,"""Taare Zameen Par"" is an exceptional story, but it is only and exceptional film because of its director (Aamir). Aamir does an amazing job of engaging his audience, introducing a brilliant main character (Ishan), and making the audience experience the reality of children's paradise & their inner world. The story to which very people could relate; however, the directorial & cinematography mastery exhibits throughout allows the audience to accompany Ishan on his journey and awareness of his weakness. Anyone who has been close to the frailties of the human mind will appreciate how respectfully and honestly this film approaches the subject. Aamir is able to portray all the complex reactions to mental dimension's while maintaining the humanity and essence of the subject. Superbly directed, wonderfully acted by Tanay Chheda (ishaan) and cast, this film succeeds on every level.",POSITIVE
1071,"This directorial debut by the ""perfectionist"" Aamir Khan carries the tag-line ""Every Child is Special"". Ishaan Avasthi, an 8 year-old, is a dreamer and dreams best in class. He is repeating 3rd grade and under-performing by a lot. He has a superstar sibling who aces all his tests and badminton. Ishaan is ridiculed by his teachers and classmates, berated by his ambitious father and pushed along by his harried mother. One day he bunks school and is packed off to an expensive boarding school, but things are no better for him there. He has but one friend, and the teachers continue to be tartars and caricatures - until a colorful sensitive substitute art teacher, Mr. Nikumbh, arrives and sees that Ishaan is locked up in his inward looking universe. Nikumbh is dyslexic and immediately knows that Ishaan too is suffering from dyslexia. He champions Ishaan's cause most vociferously Â– this includes telling the class that dyslexics can be geniuses Â– like Einstein, DaVinci, Abhishek Bachchan (???). Ishaan builds a most DaVinci like transport vehicle model out of twigs and knick-knacks he collects, begins to learn letters from Mr. Nikumbh, and eventually to READ. Then there is an art competition in which we see how fun filled and normal the teachers and kids really are, we see Ishaan winning and becoming the hero of the school and his parents. The movie ends with Ishaan running back in slow motion towards Nikumbh!! To call this well-intentioned fare bland would be unkind, after all it deals with learning disabilities and the message that parents need to love their kids no matter what, and kids need love to develop a sense of self worth. The film delivers the message in a fairly decent way that is several notches above public service messages. What is most likable is the protagonist Ishaan, played very well by Darsheel Safary. His buck toothed smile is used most effectively (not unlike the use of Michelle's wide eyes and duck walk in Black). Aamir plays Nikumbh in a preachy way that ranges from weeping at the drop of a hat to thunderous speeches delivered to the parents. Tisca Chopra is good as the harried and browbeaten mother. The father and all the other people associated with the educational system are caricatured to the maximum - they do help generate a lot of sympathy for Ishaan, but also some for the teaching profession that has been uniformly vilified here. The message gets muddled by Ishaan's winning the art competition Â– was it not that every child is special whether he has something special in him or not? Special schools are not spared either and branded as schools for retarded children. Again this is a less than desirable message about such schools that can focus expert teachers around kids that need them.The film does touch the child within all of us Â– that same child who did most of his thinking while sitting on the potty, spent time day dreaming about being Spaceman Spiff, did not care much about studies, and was sometimes sent out of class Â– for me it was with my desk and chair, for an entire day!! The music is excellent, and 'Maa' is heartrending. The art competition sequence is very well staged. But in the end one is less than satisfied with this story that has lots of black and white, but no shadows or nuances to many of the characters. We are not told much about Nikumbh (or any other character except the protagonist) and there is no enigma to him to make us care to know more. Overall this movie is a decent effort, well intentioned and exceptionally well shot in parts.",POSITIVE
1072,"I had just warned a friend that the film is not as great as it has been made out to be, and today after seeing it he called me from Mumbai saying how disappointing it is. We both feel the film is very plastic in its intention and extremely pretentious. There was a perceptible manipulation from the very beginning to make the audience go through the emotional ride,which was made to climax in such a way that most people would not be able to help control their tears. But exactly how honest and true was this film in its endeavor? My friend said he just could not connect with the film, and exactly like the observations of 'Just a red herring', even I realized some time after the initial effects wore off that the entire story-line is a 'one-liner' - ""challenges faced by a dyslexic child in a society like India, where understanding about such challenges are limited to say the least'. Trust me, although I found a film like Om Shanti Om absolutely disgusting, meaningless and stupidity epitomized, looking back I think the makers of OSO were more honest and genuine in their approach.They made it absolutely clear that they were making a completely melodramatic,over-the-top,loud and exaggerated 70's spoof.TZP, on the other hand, is also loud,melodramatic and over-the-top in the garb of being sensitive,delicate and intellectual. Its like finding that the lady you always thought to be Audrey Hepburn is none other than a disguised Mallika Sherawat! I'd like all movie lovers to refer to certain comments and reviews made on this site itself about the film 'Munich' by Spielberg. There is this one sequence - famously referred to as the 'little girl in peril' shot. Spielberg showed how some assassins while attempting to eliminate one of their targets get shocked on realizing that they may kill his innocent little daughter instead etc. This single sequence drew widespread negative criticism from movie-watchers, who said that Spielberg was manipulative, unnecessarily dramatic and cheap in using the audience's sentiments to elicit emotional connection by such a pedestrian method. Aamir is no doubt one of the best we have, but if we are truly looking at using the wonderful medium of movie-making to tell stories, and not just a method of proclaiming our intellectual capabilities - we should probably start being a bit more matured at using it.",NEGATIVE
1073,"First point: Taare Zameen Par is not a movie for children. Its also not a movie only about 'special' children. What it stands for and depicts stunningly is how the cruel world outside is stealing away our children's precious childhood. It is about how our parents are turning into monsters and imposing their own dreams and aspirations on their children which eventually destroys our children's confidence and can only create a generation of hate. Its about how each child needs attention and care and how we so lack those qualities in this life thats bounded by time.Aamir Khan does a fabulous job both behind and in front of the camera. There are scenes in which just his facial expressions tugs at our hearts and moves us. That is truly the hallmark of a great actor. But then, Taare Zameen Par is not about Aamir. Its truly owned by Darsheel Safary. Right from the first scene to the very end he steals the show and our hearts with his endearing acting.Taare Zameen Par is a biting criticism of the times we live in. But it also makes you smile, laugh, cry, nod in agreement and seethe with anger.. everything that a movie is supposed to do. It truly is a movie which everyone can relate to. Reminds you that movies are meant to make us think.. to provoke us and act as a mirror of our times. Taare Zameen Par does all this and much more. Watch it if you like watching meaningful movies.Sreejith - dailyrium.wordpress.com",POSITIVE
1074,"for a mainstream Hindi film, the following is rare: 1. a film for children2. the only star of the film getting a limited screen space 3. high quality animation4. choosing undertones over melodrama, 5. no regular masala stuff 6. strong message that can actually change lives of people 7. conviction and honesty of the makers palpable in every frame 8. and in spite of all this, the movie offering complete, healthy entertainment...the only problem with the audience is that although we keep shouting on the extreme want of quality cinema, meaningful cinema, when a good film actually comes, we tend to find more flaws in it than appreciating it. Are we insecure of accepting somebodies honesty and creative genius?Sure, Taare Zameen Par has moments that could have been better, but shouldn't we just try to overlook those and once, for all, applaud the effort the makers have put...and believe me it is not difficult... for there are innumerable other moments that leave you spellbound, a wet film over your eyes, a strange pain down your throat, a mild ache at your heart, but a pure smile on your lips... there are times you wish you were a kid... may be it takes a child to love simple tales told with honesty and warmth... may be we grown ups have lost that quality we all once had... but Taare Zameen Par should touch a chord somewhere in every one's heart... we all have been after all, at least for some beautiful part of our lives, special. the film is dedicated to that special child in all of us...P.S- no one can hate it...at least i would like to think that way",POSITIVE
1075,"The performance of Darsheel Safary, as convincing as any eight year old boy limited by the ignorance of others and, Aamir Khan, one of the most awe inspiring actors of his generation, of any generation from any corner of the world - combined together to create a super nova of a film, packed full of inspiration, empathy, generosity, beauty and learning. With some belting tunes to accompany the painting of a picture that seeks to raise awareness of the missed opportunities and damage an intense and blinkered culture of success can lead to, the finale is a joy to behold.",POSITIVE
1076,"As I just became aware of this film a few weeks ago, and ordered a DVD and watched it today (10-9-11) this review is unlikely to be seen by many because the film is 4 years old and there are nearly 250 user reviews already. So rather than rehash the plot, I will first mention that I have been an Educational Therapist for over 45 years, and have worked extensively with dyslexic and ADD and ADHD children in my practice, so this film had intrinsic interest to me going in. But despite seeing many films on learning problems through the years, some very good, I have never seen any movie that can come close to this one both in emotional power and subject accuracy. When I saw that the film is 165 minutes long, I was expecting to watch it in two sittings, but I never once felt the need to take a break, and in the second half of the film, when the director Aamir Khan enters the story, I was riveted continuously, and embarrassingly shed more than a few tears. If you have any interest in education and the problems the outsiders face, this is a must-see. And if you just want to see an intelligent drama with no car chases, explosions, sex scenes, or ultra violence, then you will be glad you saw this wonderful film, which, by the way, while it is about children, is not really for children, unless they are over about 11 or 12, or have suffered the experience of failing due to undiagnosed or treated reading or similar learning difference. Don't let the Disney Studio name fool you, this does not feel like a typical Disney movie, but the film does point out that Walt Disney himself had school learning problems as a child. Another aspect of the film is something I always try to impart to my clients: There is life after school. And it is not necessary to be the best at everything to be successful. Just become the best you are able and try to find something you like doing that makes you happy.The rest will take care of itself. What a great film!Since I first wrote this review, I have rewatched it 5 more times, and now consider it the best film I have ever seen, and that encompasses about 2500 films.",POSITIVE
1077,"The film brings to light what it is truly like to be dyslexic. Aamir Khan succeeded in creating the awareness about dyslexia thru this film.
Sometimes we really need to step into the shoes of kids and see the world thru their point of view.
The irony is that we all were kids, we all went thru the pressure of performing in sports n studies but yet we push our kids, especially in India n China.The child actor is amazing, Aamir stole the show, the music is great, the pacing is very good n the film's script is one of the best to come out from Bollywood.",POSITIVE
1078,"I love Indian films and have seen more than most Americans. However, considering the country makes more films than any other (about 800 a year), I really have only seen a small number of their films. But, I must say that ""Tarre Zameen Par"" (""Like Stars on Earth"") is the best Indian film I've seen...even slightly better than ""Kahaani"""" and ""Three Idiots"" (another Aamir Khan film). It truly is a wonderful film and is better than nearly anything coming out of Hollywood these days.The story is a sad but ultimately happy one. Eight year-old Ishaan is a problem child. Nearly everyone around him sees him as a trouble maker and kid with a horrible attitude. But no one bothers looking at these behaviors as signs of a deeper problem...the boy is illiterate and also cannot do math because he has very severe Dyslexia. At first, you see him acting out. Later, when he's been punished for this by sending him off to a boarding school, his spirit is crushed. He's sullen, and most importantly, severely depressed and almost non-communicative. And then...he has a new art teacher who has worked with disabled kids before...and he recognizes the kid's problems...as well as the kid's potential! Considering it's a nearly three hour film, there of course is much more to it...and the film is a joy to watch.Brilliant writing, brilliant acting and a very brave and lovely production overall make this an amazing and perfect film. I have no complaints about ANYTHING in the film...nothing. It's perfect.",POSITIVE
1079,"Although Bollywood releases 100s of movies every year but few of them has really left a mark on the audience for a long time. I am pretty much sure that this movie has done an excellent job for all those people who are creative but not good in academics. Many people think things differently but in India like country where competition begins at the age of 4 they are just a dumb in the society. Amir khan has done a very good job on both sides on the screen and off the screen besides he doesn't appear too often on the screen but Darsheel Safary steals the whole movie show.What a nice performance by a 8-9 year old child you are really gonna love this child. The movie brings our sweet childhood memories back.Its a mix of emotion, laugh and cry. We can imagine how we exploit children because they are not like us or they are not able to do what their parents want them to do.At the start, movie shows that how a little child(Darsheel Safary) is forced to do what he can't understand. He gets lowest marks in the class and he has failed once in class three.Sometimes he bunk the class and most of the time he has been out of the class because he don't understand how to turn a page number of the book or while reading letters dance so he can't read. After fear of being thrown him out of the school his parents put him in a boarding school.They think he is lazy and notorious.But in boarding school situation gets worse until a drawing teacher(Amir khan) gets an appointment as a temporary teacher. After that Amir teaches him in different way and ultimately he gets the success.In this movie director has taken two child one who always gets first and who is punctual for his work and other one is Darsheel Safary who is not good in academics because he can't understand letters and can't memorize too much things at a time. This movie is a motivation for all kind of child and their parents. Everyone should must watch this movie at least once. If you are too emotional then u may cry with Amir khan.",POSITIVE
1080,"How many times has there been a movie you could really relate to? How many times has it happened that you've seen a character on the screen that reminds of something that you've been through in your life? As I saw Ishan (Darsheel Safary) today, I felt, somewhere deep within that that's me.Notwithstanding the slight retard nature, dyslexia and bad academic performance, the character of Ishan really made me remember my childhood today. I remember I was something like him as a child.Â—creative and imaginative. And my imagination always went unappreciated. I used to curate gibberish Â– just like he did. I painted, I dreamed and I fantasized about different things. So I feel writer Amol Gupte and director Aamir Khan (what a wonderful debut!) have picked an incredibly moving story. Frankly, I am not easily moved by movies. Not even the greatest tearjerkers have managed to ""move"" me, but for a moment I was stunned. Is this really happening to me? Am I trying to cry? In fact, the scene where Ram (Aamir Khan) walks into Ishan's room and discovers a score of sketches and drawings, it made me feel like somebody had in fact, opened my closet and discovered my secret childhood fantasies (Believe me, I still have them.) This movie will surely engage all those who have had similar incidents in their lives. That's for sure. I am moved. I love this film. I don't know and I don't care how this film does in the box office but let me tell you don't watch this film if you're looking for regular boy meets girl story. Don't even skip this film thinking it's children's movie Â– no it isn't. In fact, Taare Zameen Par is a movie potentially targeted towards parents. But if you think you too have undergone similar childhood conflicts and lived a life where the people around you refuse to appreciate your fantasies, then definitely go for it. TZP mirrors many of those people's lives that looks just plain and simple but those who compromised their dreams for the sake of the earthly existence.Okay, enough of fantasies. Technically, writer Amol Gupte delivers an A Grade script. Aamir Khan shows his talent not just as an actor but a very versatile and intelligent. Oscar Wilde, Leonardo da Vinci and Sally Gardner were hardly ever heard of in Hindi cinema before this. The writer just does not deliver a well written script but also his knowledge of research (which other filmmakers hardly ever do!) Musically, it's two-thumbs up for Shanker Ehsaan Loy. The title song is fascinating. Maa and Jame Raho combine talents in all respects- music, words and voice. The production design is superb. Not for a moment you feel anything is fake. They even managed to squeeze in some quick visual effects and animated scenes. They're there to add another dimension to great story telling. The casting is good and well justified. Little Darsheel steals the show. Tisca Chopra grabs attention.Aamir Khan, however stuns the audience by appearing at almost near half of the film. That's the surprise but you don't miss Aamir in the first half because Darsheel will definitely grab your attention and Aamir gets to show some good directorial talent.All in all, I'd say go and watch the film. I wouldn't recommend if you're addicted to Yashraj stuffs but if you really want to see some intelligent film-making, then Taare Zameen Par is a treat.",POSITIVE
1081,"An excellent direction, beautiful narration and an emotional ending. This movie deserves the best of applause. The director has done an out of the world job. At no point in the movie does he overshadow the kid. The best thing I love about the movie is the facial expressions of Kid. This kid is a genius and has filled life into the role of a dyslexic. Movie is so perfect, doting mom, lovable brother and a strict dad. The manifestation of problems has been toned beautifully and the way the kid is helped to get out the problems is artistic. I hope I could vote more than 10 for this masterpiece. Missing this movie would be a blunder.",POSITIVE
1082,"(I notice that there are many spoilers here already,therefore I wont go much into the plot detail)There seems to be an implied understanding that Aamir Khan represents the last word on intellectual mainstream cinema.It was many years back when he decided to curtail the number of projects he takes up in an year which was considered suicidal then but now is the norm for most of the top stars.For last 14 years this man has pushed the envelope for mainstream by taking some unprecedented risks with young directors and pulling it off time and time again.For some of us who have followed his career choices,there was a feeling that he would make a great director.His choices of films are a testimony to his understanding of the medium and the audience within the mainstream perspective.""Taare Zameen Par"" is his first directorial venture,less by design and more by circumstances.Based on the brilliant script by Amol Gupte who is one of the innovative painters and theater personalities,the story dwells into the life of boy struggling to find himself in this ruthless world.Briefly,the boy ""Ishan"" who suffers from dyslexia comes from a middle class Indian family who is unable to read/learn or identify letters.Constantly bombarded with unrelenting taunts for his poor academics and being labeled as a ""duffer"",he is isolated into his world of colors which is the only place he can seek solace in.But Ishan reaches a new low when he is packed off to boarding school by his father.The hard regimen and discipline of the school frustrates the boy out of his wits and he is finding drastic ways to put an end to his misery.He no longer feels th need to communicate .Just when things seem irrevocable,comes the art teacher,Aamir Khan,who being a dyslexic himself and working with the ""less privileged"" children identifies Ishan's troubles and can read through his silence,is sanitized by the apathy towards him.Then starts the process of resurrecting the boy's dying self belief and charting out a way for him to read and learn.The boy starts to slowly but surely come out of his shell and become a ""child"" again.One of the many aspects of a perfect film is that nothing seems to stand out,every aspect whether it be the performances,the camera work,the sound mixing,the lighting,the editing etc everything seems in sync.Same can be said about this movie.But the thing that I found overwhelming as a viewer is the music by ""Shankar""-Ehsaan-Loy"" and the lyrics by ""Prasoon Joshi"".Watch out for ""taare zameen par"",""Meri Maa"",these will definitely break you down.The cinematography by Setu is flawless and Aamir does not fall into the trap of being slick or showing off in his debut effort.(Watch how the camera is usually at Ishan's height to show his perspective,watch how slowly the camera pans into Ishan's space and how still and focused it is on his face when he is about to bare his emotions) The performances are top draw.Darsheel who plays Ishan is the crux of the film.Being the main protagonist his performance was critical to the film.I dare say,we have found a new star.The boy is brilliant in his joy,in his enthusiasm,in his loneliness as he allows us to enter his world.I feel he represents children all over the world and more critically the ""child"" within all of us.Of the support cast Tisca Chopra and Aamir Khan are brilliant as his mother and teacher respectively.Because the movie revolves around a middle class family in suburban Mumbai,I guess these characters and their emotions are something I can relate to.Finally(on the movie),kudos to Amol Gupte and Aamir Khan.Let us not forget this was Amol's baby and he had worked with children and done research for 7 years.What he came with was a near perfect script and it is only fair that he was credited as a creative director.What can I say about Aamir Khan that hasn't been said before?I think with every movie he is setting new yardsticks for Indian cinema.His movies clearly have elaborated that our movies can have all the commercial trappings yet need not be ""dumbed down"".They can be as intellectually stimulating.All I can say is that it is privilege to be in an era where this champion actor is at the absolute peak of his powers.With this movie he goes into the elite list of actors who happen to be great story tellers.But is this movie about dyslexia?Is this movie about the failure of our education system in not nurturing the individual talent but creating assembly line products?Are we as a society so obsessed with the ""idea"" of security through academics that creativity is of no accord to us?Are we preparing our children for a rat race or we preparing them for life?Are parents right in imposing their ambitions on the life they bring to this earth ?Some question that I have asked of myself before and some that I ask now.I guess the main motive of the film is as the tag line says ""every child is special"" for the talent he has.Our job is to nurture it,not mold it.p.s. I have been a frequent movie goer for last 7-8 years.But haven't seen a response like I did for this one.Everyone in the theater was in tears and simultaneous applause and is not because it was a sad film but it was ""overwhelming"".I guess there some part of Ishan in all of our lives.The second aspect that I have never witnessed in theaters before was that nobody moved till the credits were over.There is documentary on children at the end(do not miss it for anything,it is as moving as the film).",NEGATIVE
